"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","CHL","Chile","2017","2017",27512,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","GAB","Gabon","2018","2018",74115,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","KAZ","Kazakhstan","2018","2018",2371,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","DZA","Algeria","2018","2018",3541351,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","TJK","Tajikistan","2014","2014",950,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","MUS","Mauritius","2018","2018",1850,"+","National Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BRA","Brazil","2014","2014",7758773,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BRA","Brazil","2015","2015",7305081,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BRA","Brazil","2016","2016",6671697,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BRA","Brazil","2017","2017",6534547,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BRA","Brazil","2018","2018",6306355,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","SEN","Senegal","2017","2017",253513,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ZMB","Zambia","2018","2018",27191,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MMR","Myanmar","2016","2016",712828,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40334","Least Developed Countries","2014","2014",58529869,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40334","Least Developed Countries","2015","2015",57978036,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40334","Least Developed Countries","2016","2016",56168368,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40334","Least Developed Countries","2017","2017",57074825,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40334","Least Developed Countries","2018","2018",57994616,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40334","Least Developed Countries","2019","2019",58995233,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","RUS","Russian Federation","2018","2018",106946,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","TCD","Chad","2015","2015",1356746,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","TCD","Chad","2016","2016",1530843,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","EGY","Egypt","2017","2017",7511690,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BHR","Bahrain","2016","2016",7057,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BHR","Bahrain","2017","2017",6581,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BHR","Bahrain","2018","2018",6947,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","NGA","Nigeria","2018","2018",1527799,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GEO","Georgia","2014","2014",1603,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GEO","Georgia","2017","2017",1761,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","KEN","Kenya","2014","2014",353155,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","KEN","Kenya","2018","2018",392893,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","CMR","Cameroon","2018","2018",1248309,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","ARE","United Arab Emirates","2015","2015",506026,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40618","Asia (Central and Southern)","2014","2014",102553683,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40618","Asia (Central and Southern)","2015","2015",100293222,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40618","Asia (Central and Southern)","2016","2016",97086975,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40618","Asia (Central and Southern)","2017","2017",96907682,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40618","Asia (Central and Southern)","2018","2018",96029217,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40618","Asia (Central and Southern)","2019","2019",95310045,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","VNM","Viet Nam","2018","2018",1016074,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MRT","Mauritania","2017","2017",728421,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","LBR","Liberia","2017","2017",509919,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","AZE","Azerbaijan","2014","2014",3248,"+","National Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","AZE","Azerbaijan","2015","2015",3262,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","AZE","Azerbaijan","2016","2016",3238,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","AZE","Azerbaijan","2017","2017",3198,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","COD","Democratic Republic of the Congo","2016","2016",9560522,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","CRI","Costa Rica","2018","2018",84024,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","GNB","Guinea-Bissau","2014","2014",173886,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","PAN","Panama","2018","2018",73286,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BGD","Bangladesh","2014","2014",22586396,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BGD","Bangladesh","2015","2015",20627228,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BGD","Bangladesh","2016","2016",16767385,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BGD","Bangladesh","2017","2017",16981063,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BGD","Bangladesh","2018","2018",16664525,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BGD","Bangladesh","2019","2019",16512527,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","NCL","New Caledonia","2014","2014",2526,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","GRD","Grenada","2014","2014",1179,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","TZA","United Republic of Tanzania","2015","2015",2460222,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","WSM","Samoa","2018","2018",441,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","KGZ","Kyrgyzstan","2018","2018",17656,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40044","Low income countries","2014","2014",7857174,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40044","Low income countries","2015","2015",8096970,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40044","Low income countries","2016","2016",8312070,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40044","Low income countries","2017","2017",8512111,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40044","Low income countries","2018","2018",8730716,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40044","Low income countries","2019","2019",8966027,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","MAR","Morocco","2018","2018",2143819,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MAC","China, Macao Special Administrative Region","2016","2016",18522,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ETH","Ethiopia","2017","2017",17513681,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TLS","Timor-Leste","2018","2018",140190,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BLR","Belarus","2018","2018",586,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","TUN","Tunisia","2014","2014",1116858,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BRB","Barbados","2014","2014",34,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","ARG","Argentina","2014","2014",160786,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","ARG","Argentina","2015","2015",147822,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","ARG","Argentina","2016","2016",147195,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","ARG","Argentina","2018","2018",166717,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MLI","Mali","2015","2015",240789,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MLI","Mali","2018","2018",249336,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40525","Arab States","2014","2014",15700432,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40525","Arab States","2015","2015",15680706,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40525","Arab States","2016","2016",17741101,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40525","Arab States","2017","2017",17886794,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40525","Arab States","2018","2018",17950817,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40525","Arab States","2019","2019",18194208,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","MDV","Maldives","2014","2014",687,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","MDV","Maldives","2016","2016",1216,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","UZB","Uzbekistan","2014","2014",4248,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","UZB","Uzbekistan","2015","2015",3594,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","UZB","Uzbekistan","2016","2016",3036,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","UZB","Uzbekistan","2018","2018",1662,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40550","Small Island Developing States","2014","2014",2692108,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40550","Small Island Developing States","2015","2015",2668422,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40550","Small Island Developing States","2016","2016",2665575,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40550","Small Island Developing States","2017","2017",2730667,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40550","Small Island Developing States","2018","2018",2764961,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40550","Small Island Developing States","2019","2019",2782670,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BDI","Burundi","2014","2014",544570,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","BDI","Burundi","2017","2017",505528,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40612","Asia (Central)","2014","2014",48308,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40612","Asia (Central)","2015","2015",47520,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40612","Asia (Central)","2016","2016",46690,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40612","Asia (Central)","2017","2017",45807,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40612","Asia (Central)","2018","2018",47613,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40612","Asia (Central)","2019","2019",43906,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2014","2014",131963,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2015","2015",125424,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2016","2016",120240,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ESP","Spain","2018","2018",112474,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PRT","Portugal","2018","2018",3614,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","CPV","Cabo Verde","2015","2015",652,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40613","Asia (South-eastern)","2014","2014",6284577,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40613","Asia (South-eastern)","2015","2015",6975606,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40613","Asia (South-eastern)","2016","2016",6993301,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40613","Asia (South-eastern)","2017","2017",6974756,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40613","Asia (South-eastern)","2018","2018",6602604,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40613","Asia (South-eastern)","2019","2019",6634734,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","ZWE","Zimbabwe","2014","2014",67511,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SWZ","Eswatini","2018","2018",41960,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40510","World","2014","2014",527699560,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40510","World","2015","2015",521809043,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40510","World","2016","2016",517941115,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40510","World","2017","2017",518898160,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40510","World","2018","2018",517709921,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40510","World","2019","2019",515159084,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MTQ","Martinique","2014","2014",9593,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","QAT","Qatar","2014","2014",184898,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","QAT","Qatar","2016","2016",157265,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","QAT","Qatar","2017","2017",153999,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GTM","Guatemala","2014","2014",402055,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MDA","Republic of Moldova","2014","2014",15494,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","TGO","Togo","2015","2015",475642,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40614","Asia (Western)","2014","2014",10088258,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40614","Asia (Western)","2015","2015",10313253,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40614","Asia (Western)","2016","2016",10503907,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40614","Asia (Western)","2017","2017",10668878,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40614","Asia (Western)","2018","2018",10841908,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40614","Asia (Western)","2019","2019",11072699,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40616","Asia (Southern)","2014","2014",46102653,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40616","Asia (Southern)","2015","2015",43260256,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40616","Asia (Southern)","2016","2016",39851091,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40616","Asia (Southern)","2017","2017",38238584,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40616","Asia (Southern)","2018","2018",36329902,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40616","Asia (Southern)","2019","2019",34183885,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","IND","India","2018","2018",90082894,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","RWA","Rwanda","2014","2014",1322568,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","RWA","Rwanda","2018","2018",1356862,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40043","Upper middle income countries","2014","2014",103665526,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40043","Upper middle income countries","2015","2015",108251393,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40043","Upper middle income countries","2016","2016",97488918,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40043","Upper middle income countries","2017","2017",97369506,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40043","Upper middle income countries","2018","2018",103161428,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40043","Upper middle income countries","2019","2019",99530750,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40617","Western Asia and Northern Africa","2014","2014",58059849,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40617","Western Asia and Northern Africa","2015","2015",65142628,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40617","Western Asia and Northern Africa","2016","2016",62421334,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40617","Western Asia and Northern Africa","2017","2017",61237665,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40617","Western Asia and Northern Africa","2018","2018",70304717,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40617","Western Asia and Northern Africa","2019","2019",70838355,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","GLP","Guadeloupe","2014","2014",6283,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2014","2014",21335,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2015","2015",20888,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2016","2016",19693,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PSE","Palestine","2018","2018",20118,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","GRC","Greece","2018","2018",68175,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MOZ","Mozambique","2015","2015",1015807,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","MOZ","Mozambique","2017","2017",1008500,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TUR","Turkey","2014","2014",2238164,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TUR","Turkey","2015","2015",2209447,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TUR","Turkey","2016","2016",1971552,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TUR","Turkey","2017","2017",2030134,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","CHL","Chile","2015","2015",207179,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","CHL","Chile","2017","2017",253918,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40042","Lower middle income countries","2014","2014",362308456,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40042","Lower middle income countries","2015","2015",357969717,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40042","Lower middle income countries","2016","2016",354674498,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40042","Lower middle income countries","2017","2017",354589352,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40042","Lower middle income countries","2018","2018",352227886,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40042","Lower middle income countries","2019","2019",350803940,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MEX","Mexico","2014","2014",1122091,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MEX","Mexico","2015","2015",1209049,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MEX","Mexico","2016","2016",1147402,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MEX","Mexico","2017","2017",1148875,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MEX","Mexico","2018","2018",1131158,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SMR","San Marino","2018","2018",,"n","Magnitude nil or negligible"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MWI","Malawi","2014","2014",3092135,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MWI","Malawi","2015","2015",3471192,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","HND","Honduras","2014","2014",235878,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","HND","Honduras","2015","2015",232697,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","HND","Honduras","2016","2016",212727,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","HND","Honduras","2018","2018",267043,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","DZA","Algeria","2018","2018",684509,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MEX","Mexico","2014","2014",4707401,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MEX","Mexico","2015","2015",4869382,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MEX","Mexico","2016","2016",4598553,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MEX","Mexico","2017","2017",4570221,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MEX","Mexico","2018","2018",4272530,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40606","Africa (Sub-Saharan) ","2014","2014",79406772,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40606","Africa (Sub-Saharan) ","2015","2015",80554774,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40606","Africa (Sub-Saharan) ","2016","2016",81696033,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40606","Africa (Sub-Saharan) ","2017","2017",83583399,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40606","Africa (Sub-Saharan) ","2018","2018",84898980,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40606","Africa (Sub-Saharan) ","2019","2019",86599534,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","MNE","Montenegro","2018","2018",1457,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","EGY","Egypt","2017","2017",1975700,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","BHR","Bahrain","2016","2016",33395,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","BHR","Bahrain","2017","2017",31393,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","BHR","Bahrain","2018","2018",31811,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","URY","Uruguay","2014","2014",7076,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","URY","Uruguay","2015","2015",7194,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","URY","Uruguay","2016","2016",7770,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","URY","Uruguay","2017","2017",7529,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","URY","Uruguay","2018","2018",6642,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PLW","Palau","2015","2015",240,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","ERI","Eritrea","2018","2018",71496,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","NPL","Nepal","2018","2018",481015,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","GIN","Guinea","2014","2014",2582668,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","NCL","New Caledonia","2014","2014",1757,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","AGO","Angola","2014","2014",3381851,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ECU","Ecuador","2014","2014",382505,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ECU","Ecuador","2015","2015",390624,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ECU","Ecuador","2016","2016",395923,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ECU","Ecuador","2017","2017",479366,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","THA","Thailand","2015","2015",2047286,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","THA","Thailand","2018","2018",2827462,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","ARE","United Arab Emirates","2015","2015",13375,"‡","UIS Estimation"
